source,target,similarity
방법으로,자동이체로,0.8793864846229553
방법으로,중이신가요?,0.8782713413238525
방법으로,원하시나요?,0.8653746843338013
납부하고,카드에서,0.9907732605934144
납부하고,중인데,0.9858369827270508
납부하고,지금은,0.97195702791214
납부하고,중이신가요?,0.9658476114273072
납부하고,변경하시겠어요?,0.961675465106964
납부하고,계좌에서,0.9547587633132936
납부하고,것에서,0.9500223398208618
납부하고,게,0.9385977983474731
알고,클라우드,0.9772675037384032
알고,서비스에,0.9766756296157836
알고,음악,0.973819613456726
알고,스트리밍,0.9655755758285522
알고,싶으신가요?,0.9639394879341124
알고,문의하고,0.9626051783561708
알고,보충,0.9597378373146056
알고,부가서비스에,0.955550491809845
알고,서비스를,0.9320106506347656
알고,서비스는,0.9315518736839294
알고,대해서,0.9173861145973206
알고,문의하십니까?,0.9132692217826844
알고,서비스,0.8984902501106262
알고,다양한,0.8936625719070435
알고,종류가,0.8930442333221436
알고,원하시나요?,0.8926693797111511
알고,요금제에,0.8921712040901184
중인데,중이신가요?,0.9855941534042358
중인데,지금은,0.9656896591186525
중인데,계좌에서,0.9613741040229796
중인데,것에서,0.9578332901000975
중인데,게,0.9542280435562134
중인데,싶은데요.,0.9523959755897522
중인데,부가서비스를,0.949552059173584
중인데,문의합니다.,0.949463963508606
중인데,물어볼,0.9487045407295228
중인데,LGU+입니다.,0.9464581608772278
가입하고,상품에,0.9835711717605592
가입하고,부가서비스를,0.9730272889137268
가입하고,문의하려고,0.9676067233085632
가입하고,새,0.9662923216819764
가입하고,상품,0.9656835198402404
가입하고,개통하고,0.9622665643692015
가입하고,설치하고,0.96077299118042
가입하고,결합할인에,0.9595460295677184
가입하고,물어볼,0.957927942276001
가입하고,로밍에,0.95728600025177
가입하고,서비스인지,0.9541963934898376
가입하고,종류가,0.9540957808494568
가입하고,해외,0.9516164660453796
가입하고,LGU+입니다.,0.9508870244026184
가입하고,신청하고,0.9496937394142152
가입하고,뭐가,0.949364423751831
가입하고,변경하려고요.,0.949212908744812
가입하고,문의합니다.,0.9491166472434998
가입하고,기종으로,0.948550820350647
가입하고,포인트를,0.9485085010528564
부가,서비스에,0.9840853214263916
부가,서비스를,0.9772260189056396
부가,문의하고,0.9704301357269288
부가,부가서비스에,0.9639107584953308
부가,알고,0.9587540030479432
부가,음악,0.9580607414245604
부가,클라우드,0.9459759593009948
부가,스트리밍,0.9379197955131532
부가,서비스,0.9278591871261596
부가,대해서,0.9267776012420654
부가,싶으신가요?,0.911728024482727
부가,해지하고,0.9047728776931764
부가,청구서에,0.886985719203949
부가,제,0.8867947459220886
부가,부가서비스,0.8846158981323242
부가,서비스는,0.8741279244422913
부가,해지하시겠습니까?,0.8732430338859558
부가,폰이,0.8719867467880249
클라우드,음악,0.9873592853546144
클라우드,서비스는,0.9773206114768982
클라우드,스트리밍,0.9751172065734864
클라우드,부가서비스에,0.9741812348365784
클라우드,보충,0.9599319696426392
클라우드,대해서,0.9509438276290894
클라우드,종류가,0.9504254460334778
클라우드,문의하십니까?,0.9484227895736694
클라우드,뭐가,0.9478384852409364
클라우드,부가서비스를,0.9400517344474792
클라우드,궁금하신가요?,0.93653804063797
클라우드,상품에,0.9345639944076538
대해,알고,0.9885007739067078
대해,서비스에,0.984362542629242
대해,부가,0.9733215570449828
대해,클라우드,0.9666507244110109
대해,문의하고,0.9666277766227722
대해,음악,0.964177906513214
대해,부가서비스에,0.9553560614585876
대해,스트리밍,0.951857566833496
대해,싶으신가요?,0.9460187554359436
대해,서비스를,0.9390299320220948
대해,보충,0.9281945824623108
대해,대해서,0.9119868874549866
대해,서비스는,0.905687689781189
대해,서비스,0.9024311900138856
대해,문의하십니까?,0.8804811835289001
대해,서비스가,0.8706657290458679
대해,종류가,0.8701511025428772
대해,부가서비스를,0.8682475090026855
대해,싶습니다.,0.8670676946640015
부가서비스를,상품에,0.9937261939048768
부가서비스를,문의하려고,0.9893338084220886
부가서비스를,새,0.9880276322364808
부가서비스를,물어볼,0.9875922799110411
부가서비스를,결합할인에,0.983224868774414
부가서비스를,로밍에,0.9826357960700988
부가서비스를,문의합니다.,0.982390522956848
부가서비스를,게,0.9823294281959534
부가서비스를,개통하고,0.9823140501976012
부가서비스를,해외,0.9821591973304749
부가서비스를,종류가,0.9817585349082948
부가서비스를,서비스인지,0.9756537675857544
부가서비스를,궁금하신가요?,0.9752346277236938
부가서비스를,LGU+입니다.,0.9748048782348632
부가서비스를,포인트를,0.9747538566589355
부가서비스를,기종으로,0.9741297960281372
부가서비스를,추가하고,0.9733136892318726
부가서비스를,납부에,0.9730955958366394
고객님,성함과,0.9761858582496644
고객님,성함을,0.9684645533561708
고객님,전화번호를,0.9654968976974488
고객님,핸드폰,0.9616563320159912
고객님,말씀해,0.96147358417511
고객님,<NAME>이야!,0.95293128490448
고객님,생년월일을,0.949068546295166
고객님,번호를,0.9477240443229676
고객님,최근,0.9446731805801392
고객님,하는데요.,0.9434013962745668
고객님,주시겠어요?,0.9429210424423218
고객님,느려요.,0.942314386367798
고객님,얼마예요?,0.9407261610031128
고객님,액정이,0.9392161965370178
고객님,조회하려고요.,0.9387466311454772
고객님,주시겠습니까?,0.9373029470443726
고객님,해지하려고요.,0.9342901110649108
고객님,주소지를,0.9260660409927368
고객님,TV,0.9204177260398864
고객님,전화했어요.,0.920146107673645
성함과,전화번호를,0.9775923490524292
성함과,번호를,0.9576168060302734
성함과,<NAME>이야!,0.956395387649536
성함과,성함을,0.9486573934555054
성함과,주소지를,0.9475446343421936
성함과,생년월일을,0.9464470148086548
성함과,"<NAME>이고,",0.9383370280265808
성함과,핸드폰,0.9353031516075134
성함과,최근,0.922221839427948
성함과,<NAME>이고,0.9142484068870544
성함과,전화번호는,0.9103249311447144
성함과,액정이,0.9065982699394226
성함과,얼마예요?,0.9052424430847168
성함과,번호는,0.9047589898109436
성함과,느려요.,0.90414559841156
성함과,하는데요.,0.9029504656791688
성함과,조회하려고요.,0.8961986303329468
성함을,주시겠습니까?,0.956494927406311
성함을,생년월일을,0.9530544877052308
성함을,핸드폰,0.9496324062347412
성함을,전화번호를,0.9489566087722778
성함을,최근,0.9430100321769714
성함을,<NAME>이야!,0.9416354298591614
성함을,느려요.,0.9268543124198914
성함을,번호를,0.9267845153808594
성함을,얼마예요?,0.921299695968628
성함을,해지하려고요.,0.920975923538208
성함을,조회하려고요.,0.9191355109214784
성함을,인터넷,0.9172174334526062
성함을,하는데요.,0.9170746207237244
성함을,주소지를,0.9144744873046876
성함을,미납,0.9130488038063048
성함을,"<NAME>이고,",0.9128690958023072
전화번호를,번호를,0.9843051433563232
전화번호를,<NAME>이야!,0.9812055826187134
전화번호를,주소지를,0.9797601699829102
전화번호를,생년월일을,0.9779298305511476
전화번호를,<NAME>이고,0.9601873159408568
전화번호를,최근,0.9538477659225464
전화번호를,전화번호는,0.953117609024048
전화번호를,주소는,0.9481992721557616
전화번호를,번호는,0.9462890028953552
전화번호를,핸드폰,0.9453518390655518
전화번호를,<PHONE_NUMBER>입니다.,0.9296199083328248
전화번호를,"고객님,",0.9210989475250244
전화번호를,주시겠습니까?,0.9180822968482972
핸드폰,인터넷이,0.9744073748588562
핸드폰,액정이,0.9720003008842468
핸드폰,느려요.,0.9704108238220216
핸드폰,해지하려고요.,0.9697423577308656
핸드폰,하는데요.,0.9676300287246704
핸드폰,TV,0.96198171377182
핸드폰,조회하려고요.,0.9584571719169616
핸드폰,신청하려고요.,0.9545212984085084
핸드폰,휴대폰,0.9532902240753174
핸드폰,얼마예요?,0.9520593881607056
핸드폰,속도가,0.951802670955658
핸드폰,신청하려고,0.9516414999961852
핸드폰,하는데,0.9505338668823242
핸드폰,전화했어요.,0.949252426624298
핸드폰,해지하려고,0.9440768957138062
핸드폰,신고,0.9420375227928162
말씀해,주시겠어요?,0.979483723640442
말씀해,성함과,0.975806713104248
말씀해,<NAME>이야!,0.9677769541740416
말씀해,전화번호를,0.9636640548706056
말씀해,"<NAME>이고,",0.9627270102500916
말씀해,생년월일을,0.9610503911972046
말씀해,주소지를,0.9580581188201904
말씀해,번호를,0.9564195871353148
말씀해,성함을,0.9488844871520996
말씀해,<NAME>이고,0.9331035614013672
말씀해,최근,0.9287787675857544
말씀해,전화번호는,0.9167657494544984
말씀해,<MOBILE_NUMBER>입니다.,0.9164245128631592
말씀해,번호는,0.9063710570335388
말씀해,"고객님,",0.9013763666152954
말씀해,주소는,0.8984591960906982
말씀해,주시겠습니까?,0.8932147026062012
말씀해,핸드폰,0.8918159604072571
말씀해,얼마예요?,0.8895167708396912
<NAME>이야!,생년월일을,0.988552987575531
<NAME>이야!,전화번호는,0.981110453605652
<NAME>이야!,최근,0.980421781539917
<NAME>이야!,"고객님,",0.9615530967712402
<NAME>이야!,<PHONE_NUMBER>입니다.,0.9589492678642272
<NAME>이야!,납부하신,0.9566881656646729
<NAME>이야!,"<NAME>이고요,",0.9563523530960084
<NAME>이야!,분실하신,0.9488492012023926
생년월일을,전화번호는,0.9625350832939148
생년월일을,납부하신,0.9512351155281068
번호를,<NAME>이야!,0.9944337606430054
번호를,전화번호는,0.9862344264984132
번호를,생년월일을,0.9844436645507812
번호를,최근,0.9769956469535828
번호를,<PHONE_NUMBER>입니다.,0.9686539769172668
번호를,"<NAME>이고요,",0.9622357487678528
번호를,"고객님,",0.9610702395439148
번호를,주소를,0.9561125636100768
번호를,납부하신,0.955846667289734
번호를,주소,0.9534323811531068
최근,납부하신,0.983156681060791
최근,생년월일을,0.9827795624732972
최근,얼마예요?,0.977973461151123
최근,<NAME>이야.,0.9759202003479004
최근,전화번호는,0.9648197293281556
최근,<NAME>,0.9645506739616394
최근,분실하신,0.9637834429740906
최근,"<NAME>이고요,",0.9610755443572998
최근,느려요.,0.9588366150856018
최근,조회하려고요.,0.958150327205658
최근,알려드릴까요?,0.9567179679870604
주시겠어요?,"<NAME>이고,",0.978214681148529
주시겠어요?,주소지를,0.9740114212036132
주시겠어요?,<NAME>이야!,0.9739954471588136
주시겠어요?,생년월일을,0.9652092456817628
주시겠어요?,전화번호를,0.9611741900444032
주시겠어요?,번호를,0.9609406590461732
주시겠어요?,성함과,0.9555469155311584
주시겠어요?,<NAME>이고,0.9526379108428956
주시겠어요?,<MOBILE_NUMBER>입니다.,0.951051652431488
주시겠어요?,성함을,0.9452834129333496
주시겠어요?,전화번호는,0.9389983415603638
주시겠어요?,최근,0.9359225630760192
주시겠어요?,주소는,0.9328308701515198
주시겠어요?,번호는,0.9176897406578064
주시겠어요?,사유를,0.9138125777244568
주시겠어요?,"고객님,",0.9127874970436096
주시겠어요?,장애,0.9092360138893129
느려요.,조회하려고요.,0.9917082190513612
느려요.,도와줘!,0.9709118008613586
느려요.,봐줘!,0.9680787920951844
느려요.,안녕하세요!,0.9676417708396912
느려요.,수리하고,0.9661999344825744
얼마예요?,조회하려고요.,0.9912550449371338
얼마예요?,느려요.,0.988273561000824
얼마예요?,액정이,0.985312521457672
얼마예요?,봐줘!,0.9772526621818542
얼마예요?,청구서,0.9744387865066528
얼마예요?,수리하고,0.9698745608329772
액정이,느려요.,0.9902032017707824
액정이,조회하려고요.,0.98881995677948
액정이,청구서,0.9724085330963136
액정이,신청합니다.,0.9684088826179504
액정이,안녕하세요!,0.9668567776679992
액정이,수리하고,0.9666816592216492
조회하려고요.,안녕하세요!,0.972346305847168
조회하려고요.,봐줘!,0.9714788198471068
조회하려고요.,수리하고,0.967326819896698
주시겠습니까?,미납,0.9855968356132508
주시겠습니까?,최근,0.9792847037315368
주시겠습니까?,얼마예요?,0.973067343235016
주시겠습니까?,조회하려고요.,0.962924599647522
주시겠습니까?,느려요.,0.9573146104812622
주시겠습니까?,생년월일을,0.9570804834365844
주시겠습니까?,조회,0.9538353681564332
주시겠습니까?,<NAME>,0.9537917375564576
주시겠습니까?,납부하신,0.9531001448631288
주시겠습니까?,알려드릴까요?,0.9495358467102052
주시겠습니까?,<NAME>이야.,0.9433576464653016
주시겠습니까?,번호는,0.9431615471839904
주시겠습니까?,액정이,0.942857563495636
주시겠습니까?,성함이,0.9420022368431092
주시겠습니까?,청구서,0.9410542249679564
주시겠습니까?,핸드폰,0.9398695230484008
주시겠습니까?,<NAME>이야!,0.9367243647575378
주소지를,<NAME>이야!,0.9842188358306884
주소지를,주소는,0.9828448295593262
주소지를,번호를,0.9821453094482422
주소지를,전화번호는,0.9749258160591124
주소지를,생년월일을,0.969677209854126
주소지를,<PHONE_NUMBER>입니다.,0.9558081030845642
주소지를,번호는,0.9459108114242554
주소지를,장애,0.9428973197937012
주소지를,최근,0.941177487373352
주소지를,"<NAME>이고요,",0.9345905780792236
주소지를,"고객님,",0.928868532180786
TV,속도가,0.994936227798462
TV,느려요.,0.9909790754318236
TV,액정이,0.990970253944397
TV,하는데,0.987263321876526
TV,조회하려고요.,0.984458029270172
TV,해지하려고요.,0.9842792749404908
TV,나서,0.9836860299110411
TV,휴대폰을,0.9798879623413086
TV,하는데요.,0.9786344170570374
TV,핸드폰을,0.9776375889778136
TV,청구서,0.977579653263092
TV,설치하고,0.9768752455711364
TV,상품,0.9767917394638062
TV,얼마예요?,0.975544810295105
TV,TV가,0.9746342301368712
TV,안녕하세요!,0.9743229746818542
TV,신청하려고,0.9736615419387816
TV,확인하고,0.972987711429596
드리겠습니다.,변경,0.9124164581298828
드리겠습니다.,후,0.8967019319534302
드리겠습니다.,언제부터,0.8871660232543945
드리겠습니다.,드릴까요?,0.8867846727371216
드리겠습니다.,동의하시나요?,0.8829324841499329
드리겠습니다.,은행명을,0.8783705234527588
드리겠습니다.,그걸로,0.8745256662368774
드리겠습니다.,변경에,0.8731352686882019
드리겠습니다.,계좌번호와,0.8700534701347351
드리겠습니다.,적용되나요?,0.8676891326904297
드리겠습니다.,완료되면,0.8672977685928345
드리겠습니다.,<BANK_NAME>,0.866500735282898
드리겠습니다.,제공되는,0.8658049702644348
드리겠습니다.,가능합니다.,0.8657297492027283
드리겠습니다.,동의합니다.,0.8656444549560547
드리겠습니다.,좋습니다.,0.8608837723731995
드리겠습니다.,처리가,0.8578998446464539
드리겠습니다.,한번,0.8559829592704773
드리겠습니다.,다음,0.8540905117988586
드리겠습니다.,필요하신,0.8531702160835266
변경,변경해,0.9567736983299256
변경,다음,0.933266580104828
변경,변경된,0.9281967878341676
변경,<DATE>부터,0.915152072906494
변경,달부터,0.9055013060569764
변경,그걸로,0.9012452363967896
변경,좋아요.,0.8898113965988159
변경,좋습니다.,0.8891405463218689
변경,적용됩니다.,0.871936023235321
변경,후,0.8691487312316895
변경,동의합니다.,0.865641713142395
변경,처리가,0.8611986637115479
변경,"좋아요,",0.8611416220664978
변경,완료되었습니다.,0.853914201259613
변경,처리,0.8537024259567261
변경,언제부터,0.8526666164398193
변경,드렸습니다.,0.8521217703819275
변경,동의하시나요?,0.8487427234649658
변경,<BANK_NAME>,0.8484013080596924
후,변경되었습니다.,0.9824147820472716
후,동의하시나요?,0.980709195137024
후,적용되나요?,0.9791064858436584
후,언제부터,0.9780577421188354
후,<NEW_CHARGE>입니다.,0.9767741560935974
후,가입해,0.970431625843048
후,변경이,0.9679407477378844
후,동의합니다.,0.9678099751472472
후,변경해주세요.,0.9677221179008484
후,완료되면,0.9674429297447203
후,발송해,0.9651330709457396
후,해지됩니다.,0.964809000492096
후,한번,0.963863730430603
후,완료됩니다.,0.9632888436317444
후,해당,0.9621910452842712
후,그걸로,0.9615356922149658
후,보내줘.,0.9599527716636658
후,됐어.,0.9593452215194702
후,말씀드리겠습니다.,0.9591678380966188
후,해지해,0.9588946104049684
언제부터,적용되나요?,0.9950339794158936
언제부터,동의하시나요?,0.9920957684516908
언제부터,완료되면,0.9856139421463012
언제부터,해지됩니다.,0.9849145412445068
언제부터,변경되었습니다.,0.9832168817520142
언제부터,완료됩니다.,0.983127772808075
언제부터,변경해주세요.,0.982720673084259
언제부터,해당,0.979560375213623
언제부터,해지해,0.9790028929710388
언제부터,발송해,0.9785264134407043
언제부터,됐어.,0.9784107208251952
언제부터,변경이,0.9774467349052428
언제부터,끊을게요.,0.9774273633956908
언제부터,필요하신,0.976344883441925
언제부터,문의는,0.9754568934440612
언제부터,오늘부터,0.9748349785804749
언제부터,상담해,0.9743619561195374
언제부터,만족하셨으면,0.9743237495422364
드릴까요?,<ADDRESS>에,0.9768323302268982
드릴까요?,위치를,0.9684215188026428
드릴까요?,시,0.9648581743240356
드릴까요?,센터를,0.9635341167449952
드릴까요?,일정,0.96222585439682
드릴까요?,조율해,0.9597223997116088
드릴까요?,위치해,0.9558815956115724
드릴까요?,수리,0.9538138508796692
드릴까요?,예정일은,0.9522745013237
드릴까요?,센터의,0.9508110284805298
드릴까요?,오늘,0.9499297738075256
드릴까요?,가겠습니다.,0.9496806263923644
드릴까요?,전원이,0.9471322298049928
드릴까요?,방문하시거나,0.946854531764984
드릴까요?,화면,0.9466214179992676
드릴까요?,방문해,0.9464979767799376
드릴까요?,내일,0.9463198781013488
드릴까요?,비용은,0.946208655834198
드릴까요?,확인할,0.9458833932876588
드릴까요?,다시,0.9458388090133668
동의하시나요?,적용되나요?,0.9926983118057252
동의하시나요?,해지됩니다.,0.9865635633468628
동의하시나요?,발송해,0.9863071441650392
동의하시나요?,완료됩니다.,0.9827443957328796
동의하시나요?,됐어.,0.9812055230140686
동의하시나요?,보내줘.,0.9809677004814148
동의하시나요?,변경이,0.9780877232551576
동의하시나요?,문의해,0.977267861366272
동의하시나요?,변경해주세요.,0.9772129058837892
동의하시나요?,문의는,0.9770532250404358
동의하시나요?,끊을게요.,0.9769234657287598
동의하시나요?,해지해,0.976615071296692
동의하시나요?,좋겠습니다.,0.976224958896637
동의하시나요?,"그래,",0.9760257601737976
그걸로,변경하면,0.974587082862854
그걸로,소량,0.968598246574402
그걸로,나오는,0.9683481454849244
그걸로,적용되나요?,0.9676227569580078
그걸로,제공되는,0.9625229835510254
그걸로,월,0.9621822237968444
그걸로,<NEW_PLAN>으로,0.961615025997162
그걸로,어떠세요?,0.9606338739395142
그걸로,해당,0.959447741508484
그걸로,언제부터,0.9583367705345154
그걸로,변경에,0.9581875205039978
그걸로,비교하면,0.956028699874878
그걸로,동의하시나요?,0.9548088312149048
그걸로,그,0.9544950127601624
그걸로,절약,0.9541171789169312
그걸로,나올,0.9531329870224
그걸로,<NEW_CHARGE>입니다.,0.9526561498641968
그걸로,않습니다.,0.9522330164909364
적용되나요?,해지됩니다.,0.9918220043182372
적용되나요?,완료됩니다.,0.986314296722412
적용되나요?,됐어.,0.98529314994812
적용되나요?,발송해,0.9851547479629515
적용되나요?,문의는,0.9825377464294434
적용되나요?,변경이,0.9806907773017884
적용되나요?,변경해주세요.,0.98060941696167
적용되나요?,끊을게요.,0.9803166389465332
적용되나요?,해당,0.9796565175056458
적용되나요?,상담해,0.979633092880249
적용되나요?,해지해,0.9794296026229858
적용되나요?,보내줘.,0.9777418971061708
적용되나요?,절약,0.9774868488311768
적용되나요?,있으면,0.9770176410675048
완료되면,발송해,0.9914336800575256
완료되면,동의하시나요?,0.990997076034546
완료되면,적용되나요?,0.9879552721977234
완료되면,해지됩니다.,0.9873703718185424
완료되면,고마워.,0.9862686395645142
완료되면,완료됩니다.,0.9821691513061525
완료되면,보내줘.,0.9807487726211548
완료되면,됐어.,0.980337917804718
완료되면,"알겠습니다,",0.9799277186393738
완료되면,문의해,0.9790700674057008
완료되면,보내주세요.,0.9776737689971924
완료되면,주셔서,0.977649748325348
완료되면,담당,0.9769742488861084
완료되면,있으면,0.9766864776611328
완료되면,"그래,",0.976499319076538
완료되면,끊을게요.,0.9763951301574708
완료되면,좋겠습니다.,0.9760150909423828
제공되는,어떠세요?,0.9925734400749208
제공되는,추가요금걱정없는데이터44입니다.,0.9908417463302612
제공되는,<NEW_PLAN>으로,0.9892261028289796
제공되는,소량,0.9887244701385498
제공되는,<PLAN>입니다.,0.9881386756896972
제공되는,그,0.9875218868255616
제공되는,요금제보다,0.9855725169181824
제공되는,높은,0.9853370785713196
제공되는,어서,0.9846804141998292
제공되는,변경하려는,0.9843320846557616
제공되는,거로,0.9840514063835144
제공되는,3.5GB가,0.9839500784873962
제공되는,요금제입니다.,0.9838441610336304
제공되는,변경일은,0.9833030104637146
제공되는,그거로,0.9832539558410645
제공되는,편입니다.,0.983040988445282
제공되는,맞는,0.9822638034820556
제공되는,오늘로부터,0.982063055038452
제공되는,가입하시겠습니까?,0.9820046424865724
가능합니다.,택배,0.9469794631004332
가능합니다.,수리가,0.937807023525238
가능합니다.,드릴까요?,0.9375030994415284
가능합니다.,<ADDRESS>에,0.9284347295761108
가능합니다.,위치를,0.9275740385055542
가능합니다.,납부하실,0.9265975952148438
가능합니다.,서류가,0.9260385036468506
가능합니다.,수리,0.925153911113739
가능합니다.,문자로,0.9197213649749756
가능합니다.,시,0.9191203117370604
가능합니다.,받으실,0.9161291718482972
가능합니다.,가상,0.9125558137893676
가능합니다.,완료되면,0.9123222231864928
가능합니다.,일정,0.9102524518966676
가능합니다.,안내해,0.9060356020927428
가능합니다.,통해,0.9049170017242432
가능합니다.,신청하실,0.902754008769989
가능합니다.,언제부터,0.901351034641266
가능합니다.,가겠습니다.,0.9011902809143066
가능합니다.,위치해,0.901138424873352
동의합니다.,동의하시나요?,0.98944753408432
동의합니다.,완료되면,0.9849739074707032
동의합니다.,적용되나요?,0.9844741821289062
동의합니다.,언제부터,0.979658544063568
동의합니다.,변경되었습니다.,0.9788294434547424
동의합니다.,고마워.,0.9770938158035278
동의합니다.,"그래,",0.9770314693450928
동의합니다.,발송해,0.975714147090912
동의합니다.,해지됩니다.,0.9746317267417908
동의합니다.,해지가,0.971055269241333
동의합니다.,보내드렸습니다.,0.9671724438667296
동의합니다.,보내줘.,0.9668808579444884
동의합니다.,납부될,0.9651212096214294
동의합니다.,됐어.,0.9650551080703736
동의합니다.,완료됩니다.,0.9633705019950868
동의합니다.,모드를,0.9623267650604248
좋습니다.,"좋아요,",0.9595401883125304
좋습니다.,그걸로,0.9508377313613892
좋습니다.,좋아요.,0.9490935802459716
좋습니다.,후,0.9372228384017944
좋습니다.,월,0.9359771013259888
좋습니다.,적용되나요?,0.9355918765068054
좋습니다.,동의합니다.,0.934986174106598
좋습니다.,가입해,0.928480625152588
좋습니다.,동의하시나요?,0.9258372783660888
좋습니다.,완료되면,0.9247122406959534
좋습니다.,얼마인가요?,0.9207637906074524
좋습니다.,납부하실,0.9199902415275574
좋습니다.,언제부터,0.9183531999588012
좋습니다.,변경되었습니다.,0.9166529178619384
좋습니다.,해지됩니다.,0.910805642604828
처리가,처리,0.9858466982841492
처리가,동의합니다.,0.9688429832458496
처리가,동의하시나요?,0.9507715106010436
처리가,고마워.,0.9507709741592408
처리가,가입해,0.9485509991645812
처리가,변경되었습니다.,0.9457928538322448
처리가,완료되면,0.9434111714363098
처리가,보내드렸습니다.,0.9403796792030334
처리가,메시지로,0.9375416040420532
처리가,"그래,",0.9348705410957336
처리가,후,0.9334264397621156
처리가,언제부터,0.9315822720527648
처리가,해지가,0.9315102696418762
처리가,가입이,0.9310486912727356
처리가,적용되나요?,0.9308031797409058
다음,달부터,0.9919961094856262
다음,좋아요.,0.9592040181159972
다음,동의합니다.,0.9462200999259948
다음,처리가,0.9448788166046144
다음,좋습니다.,0.937876522541046
다음,납부됩니다.,0.9263048768043518
다음,"좋아요,",0.9217607975006104
다음,처리,0.9189043641090392
다음,납부하실,0.9126672148704528
다음,적용되나요?,0.9121177792549132
다음,동의하시나요?,0.909529149532318
다음,그걸로,0.9057264924049376
다음,변경되었습니다.,0.905509352684021
다음,언제부터,0.904485523700714
필요하신,변경일은,0.994718849658966
필요하신,변경해주세요.,0.9929071068763732
필요하신,저렴합니다.,0.9926414489746094
필요하신,그거로,0.9924719333648682
필요하신,오늘로부터,0.9922038912773132
필요하신,1GB가,0.9921377897262572
필요하신,싸지는데요?,0.9919337630271912
필요하신,고객센터나,0.9917819499969482
필요하신,점이,0.991707980632782
필요하신,변경됩니다.,0.9912115335464478
필요하신,그것으로,0.9909765124320984
필요하신,몇,0.9909747242927552
필요하신,다시,0.9907090067863464
필요하신,<NEW_PLAN>으로,0.9905962347984314
필요하신,후로,0.990482211112976
필요하신,요금제입니다.,0.9903357028961182
필요하신,어서,0.9903339147567748
필요하신,사용하지,0.990048885345459
필요하신,해지해,0.9898632168769836
사용하세요.,없어!,0.9960201978683472
사용하세요.,주십시오.,0.9919910430908204
사용하세요.,보내드립니다.,0.9902087450027466
사용하세요.,직원이,0.987865388393402
사용하세요.,없어.,0.98659747838974
사용하세요.,보내줘.,0.986360251903534
사용하세요.,없네요.,0.985747218132019
사용하세요.,<PRODUCT_NAME>입니다.,0.983269989490509
보내드립니다.,없어!,0.9937028884887696
보내드립니다.,없어.,0.9882184863090516
보내드립니다.,없네요.,0.98731929063797
보내드립니다.,직원이,0.985021710395813
보내드립니다.,확인은,0.9806122183799744
문의사항은,아니요.,0.9912239909172058
문의사항은,감사합니다!,0.945028841495514
문의사항은,연락드릴,0.9357820749282836
문의사항은,되세요!,0.9323912858963012
문의사항은,예정입니다.,0.928715169429779
문의사항은,이메일로,0.9262105226516724
문의사항은,보내드립니다.,0.9256231784820556
문의사항은,것입니다.,0.9132381081581116
문의사항은,없어.,0.9104645252227784
문의사항은,없네요.,0.9098190069198608
진행하겠습니다.,가입이,0.9793428778648376
진행하겠습니다.,통신사로,0.9750590324401855
진행하겠습니다.,곳으로,0.965630292892456
진행하겠습니다.,개통,0.9645866751670836
진행하겠습니다.,변경합니다.,0.9618419408798218
진행하겠습니다.,서류를,0.959897518157959
진행하겠습니다.,보내드립니다.,0.9590843915939332
진행하겠습니다.,확인은,0.9558232426643372
진행하겠습니다.,직원이,0.9544159173965454
진행하겠습니다.,없어!,0.9543030261993408
진행하겠습니다.,연락드릴,0.952161192893982
진행하겠습니다.,사용하세요.,0.9512224793434144
진행하겠습니다.,"아니요,",0.9512148499488832
진행하겠습니다.,해지가,0.9508525729179382
진행하겠습니다.,회사로,0.9508169293403624
진행하겠습니다.,필요합니다.,0.9494941830635072
진행하겠습니다.,기사님이,0.9481686353683472
진행하겠습니다.,이메일로,0.9477673768997192
없어!,없네요.,0.9888785481452942
없어!,보내줘.,0.9848238825798036
겁니다.,사용하세요.,0.9971075654029846
겁니다.,없어!,0.9954902529716492
겁니다.,영수증이,0.9950115084648132
겁니다.,"그래,",0.9930444955825806
겁니다.,모드를,0.992375671863556
겁니다.,주십시오.,0.9922021627426147
겁니다.,보내드립니다.,0.9909608960151672
겁니다.,해지가,0.988046407699585
겁니다.,직원이,0.9878787398338318
겁니다.,없어.,0.9875617623329164
겁니다.,"알겠습니다,",0.9870184063911438
겁니다.,없네요.,0.9865097999572754
겁니다.,보내줘.,0.9849711656570436
겁니다.,사항이,0.9845357537269592
겁니다.,신분증과,0.9837995767593384
겁니다.,별도로,0.9820653796195984
겁니다.,"아니요,",0.9815762042999268
겁니다.,없으십니까?,0.9805155396461488
확인했습니다.,<BIRTH_NUMBER>입니다.,0.9516396522521972
확인했습니다.,<MOBILE_NUMBER>입니다.,0.9503232836723328
확인했습니다.,"<NAME>이고,",0.9289401173591614
확인했습니다.,<NAME>이고,0.9197187423706056
확인했습니다.,주시겠어요?,0.9188663959503174
확인했습니다.,<ADDRESS>입니다.,0.9153354167938232
확인했습니다.,주소는,0.9113059639930724
확인했습니다.,주소지를,0.9109245538711548
확인했습니다.,사유를,0.9038092494010924
확인했습니다.,생년월일을,0.9025512337684632
확인했습니다.,<NAME>이야!,0.9006340503692627
확인했습니다.,장애,0.8996838927268982
확인했습니다.,전화번호는,0.8990625739097595
확인했습니다.,번호를,0.8858697414398193
확인했습니다.,절차,0.8846517205238342
확인했습니다.,맞아요.,0.8795961737632751
